Classifier,CV_Folds,Accuracy_Mean,Accuracy_Std,F1_Mean,F1_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,AUC_ROC_Mean,AUC_ROC_Std,MCC_Mean,MCC_Std,Top_Feature_1,Top_Feature_2,Top_Feature_3,True_Negative,False_Positive,False_Negative,True_Positive
Random Forest (Mann-Whitney),100,0.8948003299631964,0.017272312183212176,0.8942343704303366,0.017597288510646597,0.8991278296785782,0.022009327968121186,0.8899885408708939,0.025819462928821296,0.9582534060456139,0.010091874578179772,0.7901512403714777,0.03450420497048446,acidic_group,non-polar_group,X5_K,13845,1545,1693,13697
Random Forest (Wilcoxon),100,0.8905105968949617,0.01672264390423047,0.8901821887407191,0.016988772258349293,0.8930240683695877,0.021511428299078074,0.8879101943807827,0.024609353186837896,0.9552008930293882,0.010686604324058074,0.7815111117282482,0.03342015906085706,acidic_group,non-polar_group,X5_K,13745,1645,1725,13665
Random Forest (Kruskal),100,0.8948003299631964,0.017272312183212176,0.8942343704303366,0.017597288510646597,0.8991278296785782,0.022009327968121186,0.8899885408708939,0.025819462928821296,0.9582534060456139,0.010091874578179772,0.7901512403714777,0.03450420497048446,acidic_group,non-polar_group,X5_K,13845,1545,1693,13697
Random Forest (Chi-square),100,0.8861562460340963,0.0197705363541497,0.8862232142310055,0.019746927289341857,0.8860990627787024,0.024621140613402072,0.8869353195823783,0.026288607940615032,0.9521289590216252,0.011267262495208598,0.7728260922810424,0.039490501401361254,acidic_group,non-polar_group,charge,13626,1764,1740,13650
Random Forest (Kolmogorov-Smirnov),100,0.8916487584077162,0.01887998807956095,0.8905942508774595,0.019345171474939842,0.899405963713889,0.024003934320881354,0.8826449367625838,0.02801429948459717,0.9546502402613938,0.010252249333503098,0.7840128608496485,0.03764076428138695,acidic_group,non-polar_group,charge,13861,1529,1806,13584
Logistic Regression (Mann-Whitney),100,0.844897415288295,0.019569354998710865,0.8446929321707085,0.020241295383985045,0.8458700606203877,0.023165600502393285,0.8441808844750023,0.028897599270658197,0.9179844444664917,0.015237492621831293,0.6903244973866951,0.039079990725136605,hydrophobic_janin,X5_K,acidic_group,13014,2376,2398,12992
Logistic Regression (Wilcoxon),100,0.8502588942002623,0.02000175864837323,0.8505640203190693,0.020257176922314473,0.8492893023547932,0.025754470948263945,0.8526317799847211,0.028654597654675675,0.9201173141432881,0.015336484994867072,0.7011655619210043,0.03996122866768836,hydrophobic_janin,X5_K,acidic_group,13049,2341,2268,13122
Logistic Regression (Kruskal),100,0.844897415288295,0.019569354998710865,0.8446929321707085,0.020241295383985045,0.8458700606203877,0.023165600502393285,0.8441808844750023,0.028897599270658197,0.9179844444664917,0.015237492621831293,0.6903244973866951,0.039079990725136605,hydrophobic_janin,X5_K,acidic_group,13014,2376,2398,12992
Logistic Regression (Chi-square),100,0.8290750454756968,0.019742452962211374,0.8292683733082461,0.019845711126439482,0.8289098923289474,0.025730965708799694,0.830467277820219,0.02843563406230345,0.9024047745820093,0.016863570757488695,0.6588111183400852,0.03933844952653336,X5_R,boman,X5_K,12738,2652,2609,12781
Logistic Regression (Kolmogorov-Smirnov),100,0.7666978298574391,0.019357265565121278,0.7602623578287399,0.021325512235779748,0.7819397739009168,0.02325959280711206,0.7406107291401409,0.031710043466812735,0.8427449767785903,0.018081630612803924,0.534681019187324,0.038588635599808005,hydrophobic_janin,X5_K,hydrophobic_kyte-doolittle,12201,3189,3992,11398
SVM (Mann-Whitney),100,0.8538303227716908,0.019371875413617717,0.855962446513696,0.01885252646055819,0.8443947648491575,0.025269367410489272,0.8685463882522708,0.025471086618179862,0.9349610560477635,0.01314956429665192,0.7085513971793934,0.03856911925509814,tiny_group,X5_K,hydrophobic_engleman,12914,2476,2023,13367
SVM (Wilcoxon),100,0.8653660264816618,0.020533982511460776,0.8683195789262438,0.019687736759414216,0.8506964593644011,0.027087897790024157,0.8874581953993719,0.025914992845668942,0.9373305396538779,0.013807390464239983,0.7321073789425996,0.040711174460330644,X5_Y,X5_R,X5_N,12978,2412,1732,13658
SVM (Kruskal),100,0.8538303227716908,0.019371875413617717,0.855962446513696,0.01885252646055819,0.8443947648491575,0.025269367410489272,0.8685463882522708,0.025471086618179862,0.9349610560477635,0.01314956429665192,0.7085513971793934,0.03856911925509814,tiny_group,X5_K,hydrophobic_engleman,12914,2476,2023,13367
SVM (Chi-square),100,0.8332982571174753,0.021467797171682405,0.8396555326450372,0.019876272653951737,0.8098015182527686,0.026518439915209153,0.8725791528732705,0.026134716289519837,0.9190609921654611,0.015427142741824523,0.6693151381368477,0.04228641729578726,hydrophobic_engleman,X5_K,isoelectric_point,12220,3170,1961,13429
SVM (Kolmogorov-Smirnov),100,0.7886597360294428,0.018611196100973785,0.7917172905272379,0.018878977621356804,0.7808017893477222,0.02269498379434922,0.8038973771326713,0.030736498755587274,0.879756589963809,0.015292264918445037,0.5783045455188232,0.03716029901439495,tiny_group,X5_P,aliphatic_group,11903,3487,3018,12372
K-Neighbors (Mann-Whitney),100,0.8111422860527097,0.020110021332475442,0.7892057715318512,0.02441282503628486,0.8925065840647792,0.0275850443891583,0.7081809693574399,0.03246633894304064,0.9103478319702538,0.0148743647645503,0.6364330366330236,0.03980046082576242,tiny_group,X5_K,hydrophobic_engleman,14068,1322,4491,10899
K-Neighbors (Wilcoxon),100,0.8143241042345278,0.024751201695414223,0.7936214657707938,0.03033286477740902,0.8915852860100496,0.027537545178421937,0.7160368389780154,0.04053310994381735,0.9111290797310662,0.01584165932317634,0.6416568773559064,0.0478585093225561,X5_Y,X5_R,X5_N,14045,1345,4370,11020
K-Neighbors (Kruskal),100,0.8111422860527097,0.020110021332475442,0.7892057715318512,0.02441282503628486,0.8925065840647792,0.0275850443891583,0.7081809693574399,0.03246633894304064,0.9103478319702538,0.0148743647645503,0.6364330366330236,0.03980046082576242,tiny_group,X5_K,hydrophobic_engleman,14068,1322,4491,10899
K-Neighbors (Chi-square),100,0.8067522949363339,0.022538372822041564,0.7893240798331372,0.02672236302449026,0.8670133670800108,0.028797978675481114,0.72552457346575,0.03769741338498797,0.901522181875505,0.017482049777098062,0.6224587947196,0.04442796125316644,hydrophobic_engleman,X5_K,isoelectric_point,13666,1724,4224,11166
K-Neighbors (Kolmogorov-Smirnov),100,0.7897382503489994,0.02105097690032707,0.7619504002142102,0.026945545208039393,0.8768928769492872,0.025517416535945085,0.6746604702487055,0.03761829450946541,0.8904614917592382,0.015037710270124493,0.5959903847803845,0.0406236973238542,tiny_group,X5_P,aliphatic_group,13925,1465,5007,10383
Decision Tree (Mann-Whitney),100,0.8137413807690683,0.021970224703467982,0.8199369463972332,0.021547257608858793,0.7943813676303654,0.028650927915988337,0.8489915966386553,0.038903411199340696,0.8822309020026745,0.01942299253776758,0.630476857478397,0.04368169800981683,X5_K,acidic_group,X5_P,11981,3409,2324,13066
Decision Tree (Wilcoxon),100,0.80750200939126,0.021515992211612954,0.8120291174438907,0.02190883716110591,0.7940557967553754,0.02892945978102237,0.8328719972837618,0.04194979418192024,0.8721922846273494,0.019910450692726657,0.6174055726954621,0.04336550783016451,X5_K,acidic_group,X5_P,12037,3353,2572,12818
Decision Tree (Kruskal),100,0.8137413807690683,0.021970224703467982,0.8199369463972332,0.021547257608858793,0.7943813676303654,0.028650927915988337,0.8489915966386553,0.038903411199340696,0.8822309020026745,0.01942299253776758,0.630476857478397,0.04368169800981683,X5_K,acidic_group,X5_P,11981,3409,2324,13066
Decision Tree (Chi-square),100,0.7990193113075849,0.024265415291660916,0.8043167303150013,0.024103904769675187,0.7846265208263887,0.03140979182605256,0.8270859859095152,0.04239618950673559,0.8675875625732385,0.021293347150859572,0.6005944140537524,0.048474896945472766,X5_K,acidic_group,X5_P,11865,3525,2661,12729
Decision Tree (Kolmogorov-Smirnov),100,0.7865113794999788,0.023594160238859813,0.7826987508319653,0.02844040008595212,0.798948028001032,0.042915045361364625,0.7733494609965199,0.06869144208994414,0.8727595501010321,0.021482456862603305,0.5778729179908849,0.04654918101555977,X5_K,acidic_group,X5_P,12307,3083,3488,11902
Naive Bayes (Mann-Whitney),100,0.7396310123101655,0.022902719963703817,0.7404594019920658,0.024098408742758915,0.7382717778933919,0.02511630245794025,0.7435243188184364,0.03416842014212699,0.8192834268693704,0.018949891310443032,0.47983597041851817,0.04581725950673078,tiny_group,X5_K,hydrophobic_engleman,11323,4067,3947,11443
Naive Bayes (Wilcoxon),100,0.7376158043910488,0.02116839255233422,0.7377397515237618,0.022886090477596013,0.7373677390753999,0.022349659323381933,0.7389084118495881,0.03364008207930054,0.8216175712709327,0.01860067710679667,0.4757414401530193,0.04232890631287222,X5_Y,X5_R,X5_N,11332,4058,4018,11372
Naive Bayes (Kruskal),100,0.7396310123101655,0.022902719963703817,0.7404594019920658,0.024098408742758915,0.7382717778933919,0.02511630245794025,0.7435243188184364,0.03416842014212699,0.8192834268693704,0.018949891310443032,0.47983597041851817,0.04581725950673078,tiny_group,X5_K,hydrophobic_engleman,11323,4067,3947,11443
Naive Bayes (Chi-square),100,0.7202660857058251,0.02215082916697243,0.7169454140844788,0.025023196503519186,0.7253261922523312,0.022680626401145876,0.709539512774807,0.03580629291622153,0.8093997158091887,0.019923142356924314,0.44108987993723375,0.044225253461914305,hydrophobic_engleman,X5_K,isoelectric_point,11250,4140,4470,10920
Naive Bayes (Kolmogorov-Smirnov),100,0.7224784254833115,0.021484042955117494,0.719043199566581,0.02452147108838848,0.7278642611451376,0.022381355766754388,0.7113632119514474,0.03670472524695525,0.7979389372829021,0.018826964573477174,0.44561073276633484,0.04288632969988401,tiny_group,X5_P,aliphatic_group,11290,4100,4442,10948
